batter_id,season,player_name,n_pitches,n_swings,n_bbe,n_barrels,avg_launch_speed,avg_launch_angle,avg_bat_speed,avg_swing_length,n_pa,swing_pct,barrel_pct_bbe,barrel_pct_swing,woba
664761,2024,"Bohm, Alec",2131,1054,474,28,84.21012345679011,17.1134401972873,70.98689024390245,7.325813008130082,607,0.4946034725480995,0.05907172995780591,0.026565464895635674,0.335
664761,2025,"Bohm, Alec",1802,868,388,20,84.00315638450502,15.867332382310984,70.28180751173709,7.209976525821596,504,0.4816870144284129,0.05154639175257732,0.02304147465437788,0.322
665161,2023,"Peña, Jeremy",2306,1224,450,18,81.854914004914,7.536674816625917,70.10351851851853,7.825555555555556,635,0.5307892454466608,0.04,0.014705882352941176,0.31
665161,2024,"Peña, Jeremy",2276,1231,500,28,82.05647607934655,10.95215869311552,70.52713787085516,7.457678883071553,650,0.5408611599297012,0.056,0.022745735174654752,0.305
665161,2025,"Peña, Jeremy",1788,908,403,31,83.62571884984025,8.888178913738018,70.77160356347439,7.445991091314031,543,0.5078299776286354,0.07692307692307693,0.034140969162995596,0.363
665487,2023,"Tatis Jr., Fernando",2341,1264,438,52,84.22131350681538,14.309963099630997,70.26989795918367,7.280102040816327,635,0.5399401964972234,0.1187214611872146,0.04113924050632911,0.332
665487,2024,"Tatis Jr., Fernando",1551,795,303,42,85.82576335877862,14.851145038167939,71.98158640226629,7.225920679886686,438,0.5125725338491296,0.13861386138613863,0.052830188679245285,0.359
665487,2025,"Tatis Jr., Fernando",2658,1209,467,51,85.88923654568211,13.237797246558198,71.25138408304498,7.154152249134949,692,0.4548532731376975,0.10920770877944326,0.04218362282878412,0.353
665489,2023,"Guerrero Jr., Vladimir",2466,1234,506,58,84.81868008948545,14.477678571428571,74.21050505050505,7.529494949494949,682,0.5004055150040552,0.11462450592885376,0.04700162074554295,0.34
665489,2024,"Guerrero Jr., Vladimir",2643,1249,524,66,86.13450854700854,13.551172707889126,74.55547826086956,7.7032173913043485,697,0.47256905032160423,0.12595419847328243,0.05284227381905524,0.398
665489,2025,"Guerrero Jr., Vladimir",2533,1056,499,58,86.08974358974359,12.555414012738854,75.21279527559055,7.569488188976378,680,0.4168969601263324,0.11623246492985972,0.054924242424242424,0.366
665742,2023,"Soto, Juan",2937,1038,445,59,86.24530244530246,14.403598971722365,72.29566160520608,7.196963123644252,709,0.3534218590398366,0.13258426966292136,0.05684007707129094,0.395
665742,2024,"Soto, Juan",2977,1101,461,83,87.27922403003755,14.50187265917603,72.93925417075565,7.2094210009813535,714,0.36983540476990256,0.18004338394793926,0.07538601271571299,0.421
665742,2025,"Soto, Juan",3015,1055,447,78,87.46821808510639,17.683930942895085,71.01334641805693,6.966339548577036,716,0.34991708126036486,0.174496644295302,0.07393364928909953,0.39
665833,2023,"Cruz, Oneil",164,73,25,1,83.575,11.666666666666666,,,40,0.4451219512195122,0.04,0.0136986301369863,0.335
665833,2024,"Cruz, Oneil",2404,1102,364,55,86.484107946027,13.177347242921014,76.52572614107883,7.587759336099586,599,0.4584026622296173,0.1510989010989011,0.0499092558983666,0.331
665833,2025,"Cruz, Oneil",2250,929,302,50,86.9238434163701,13.460035523978686,76.14184239733629,7.694117647058823,545,0.4128888888888889,0.16556291390728478,0.05382131324004306,0.295
665862,2023,"Chisholm Jr., Jazz",1548,694,237,28,83.8486146095718,10.984886649874056,70.35887323943662,7.365352112676056,384,0.4483204134366925,0.11814345991561181,0.040345821325648415,0.325
665862,2024,"Chisholm Jr., Jazz",2519,1186,412,38,82.86036745406824,12.799212598425196,69.10749279538905,7.3164265129683,621,0.4708217546645494,0.09223300970873786,0.03204047217537943,0.327
665862,2025,"Chisholm Jr., Jazz",2143,1006,319,51,83.70858995137763,17.297734627831716,71.8913530010173,7.697151576805697,531,0.46943537097526833,0.15987460815047022,0.05069582504970179,0.349
666158,2024,"Lux, Gavin",1941,874,331,17,82.62882165605096,14.347133757961783,69.66777777777779,7.218148148148148,489,0.4502833590932509,0.0513595166163142,0.019450800915331808,0.31
666158,2025,"Lux, Gavin",2052,876,333,13,82.16848673946959,14.429017160686428,67.47768786127168,7.305549132947977,505,0.4269005847953216,0.03903903903903904,0.014840182648401826,0.322
666182,2023,"Bichette, Bo",2230,1259,457,43,82.74744525547446,15.219106957424714,68.52955801104973,7.04171270718232,603,0.5645739910313902,0.09409190371991247,0.03415409054805401,0.349
666182,2024,"Bichette, Bo",1193,669,249,15,82.38886639676113,17.24040404040404,68.55768566493956,7.201554404145077,336,0.5607711651299245,0.060240963855421686,0.02242152466367713,0.264
666182,2025,"Bichette, Bo",2320,1225,494,38,84.71509433962264,15.880503144654089,67.06579861111112,7.114236111111111,630,0.5280172413793104,0.07692307692307693,0.031020408163265307,0.361
666185,2023,"Carlson, Dylan",1047,482,173,9,82.33892045454546,20.96600566572238,67.8,6.933620689655172,256,0.4603629417382999,0.05202312138728324,0.01867219917012448,0.293
666185,2024,"Carlson, Dylan",1112,535,163,7,80.74256559766764,22.06122448979592,65.87104247104247,7.011776061776062,266,0.48111510791366907,0.04294478527607362,0.013084112149532711,0.257
666185,2025,"Carlson, Dylan",1021,462,164,10,81.81454005934718,21.59940652818991,66.46584821428571,6.786160714285714,242,0.4524975514201763,0.06097560975609756,0.021645021645021644,0.273
666969,2023,"García, Adolis",2565,1245,386,63,84.76625,20.1975,71.58605150214592,7.778540772532189,632,0.4853801169590643,0.16321243523316062,0.05060240963855422,0.354
666969,2024,"García, Adolis",2542,1319,409,46,84.20149625935163,18.070807453416148,70.30244299674267,7.75342019543974,637,0.518882769472856,0.11246943765281174,0.034874905231235785,0.296
666969,2025,"García, Adolis",2154,1122,379,44,84.40983606557377,21.313778990450206,70.41167420814479,7.494570135746606,549,0.520891364902507,0.11609498680738786,0.0392156862745098,0.286
666971,2023,"Gurriel Jr., Lourdes",2226,1088,450,34,82.92700119474313,16.104513064133016,67.8645788336933,7.2252699784017285,593,0.4887690925426775,0.07555555555555556,0.03125,0.329
666971,2024,"Gurriel Jr., Lourdes",2089,1064,417,28,82.05533742331289,17.861689106487148,68.68569979716025,7.405375253549695,554,0.5093346098611776,0.0671462829736211,0.02631578947368421,0.327
666971,2025,"Gurriel Jr., Lourdes",1998,1042,433,34,82.61536491677336,18.350832266325224,68.72760975609756,7.408195121951219,547,0.5215215215215215,0.07852193995381063,0.03262955854126679,0.307
668227,2023,"Arozarena, Randy",2685,1153,400,57,84.90494148244474,14.367055771725033,70.70863157894736,7.414526315789474,655,0.42942271880819366,0.1425,0.049436253252385085,0.347
668227,2024,"Arozarena, Randy",2776,1136,384,35,83.23860845839017,15.763265306122449,70.28423507462686,7.277985074626866,650,0.4092219020172911,0.09114583333333333,0.030809859154929578,0.32
668227,2025,"Arozarena, Randy",2881,1264,427,49,84.59392857142856,17.555291319857314,70.08211046990932,7.390766694146744,712,0.43873654980909405,0.11475409836065574,0.038765822784810125,0.332
668715,2023,"Steer, Spencer",2688,1176,447,35,82.86498194945848,18.12589928057554,69.61615969581749,7.362357414448669,667,0.4375,0.07829977628635347,0.02976190476190476,0.355
668715,2024,"Steer, Spencer",2630,1167,439,25,82.2358401880141,20.253801169590645,69.8063578564941,7.313896457765668,658,0.4437262357414449,0.05694760820045558,0.021422450728363324,0.316
668715,2025,"Steer, Spencer",2316,1111,383,28,81.40026178010471,21.89947780678851,68.92178669097538,7.308933454876937,568,0.479706390328152,0.0731070496083551,0.025202520252025202,0.316
668804,2023,"Reynolds, Bryan",2534,1196,442,51,84.82661691542289,13.711442786069652,68.00684210526316,6.831578947368421,640,0.47198105761641673,0.11538461538461539,0.042642140468227424,0.338
668804,2024,"Reynolds, Bryan",2616,1313,469,43,83.80034285714287,11.964611872146119,69.69225061830173,6.767023907666941,692,0.5019113149847095,0.09168443496801706,0.03274942878903275,0.343
668804,2025,"Reynolds, Bryan",2636,1305,417,44,84.94457687723481,10.819262782401902,69.91079590228527,6.841686367218283,654,0.4950682852807284,0.10551558752997602,0.03371647509578544,0.315
668939,2023,"Rutschman, Adley",2929,1192,492,36,82.74731861198738,18.082018927444796,68.6048417132216,6.812849162011173,687,0.40696483441447595,0.07317073170731707,0.030201342281879196,0.352
668939,2024,"Rutschman, Adley",2605,1153,475,28,83.0599555061179,20.753333333333334,67.53895508707608,6.908432630614116,639,0.44261036468330134,0.05894736842105263,0.024284475281873375,0.309
668939,2025,"Rutschman, Adley",1491,605,267,22,84.44569672131148,18.231083844580777,68.17555555555555,6.812820512820513,367,0.4057679409792086,0.08239700374531835,0.03636363636363636,0.298
669004,2023,"Melendez, MJ",2450,1169,367,40,85.7656338028169,20.719718309859154,70.45528455284553,7.605894308943089,603,0.47714285714285715,0.10899182561307902,0.03421727972626176,0.31
669004,2024,"Melendez, MJ",1849,968,299,27,84.01987381703469,23.28706624605678,71.20956989247311,7.634838709677419,451,0.5235262303948081,0.0903010033444816,0.027892561983471075,0.292
669004,2025,"Melendez, MJ",255,122,37,4,84.38529411764705,22.441176470588236,69.8111111111111,7.62991452991453,66,0.47843137254901963,0.10810810810810811,0.03278688524590164,0.151
669221,2023,"Murphy, Sean",1751,802,273,44,85.21824817518248,14.742700729927007,72.28401360544218,7.69421768707483,438,0.45802398629354657,0.16117216117216118,0.05486284289276808,0.366
669221,2024,"Murphy, Sean",1071,486,167,17,82.44335443037974,16.227848101265824,70.9609243697479,7.822689075630252,264,0.453781512605042,0.10179640718562874,0.03497942386831276,0.281
669221,2025,"Murphy, Sean",1362,650,189,25,81.88039215686274,16.002450980392158,70.12848200312989,7.749765258215963,337,0.47723935389133626,0.13227513227513227,0.038461538461538464,0.309
669242,2023,"Edman, Tommy",1816,826,402,21,83.83267175572519,11.91908396946565,69.66339285714287,6.84375,528,0.45484581497797355,0.05223880597014925,0.025423728813559324,0.306
669242,2024,"Edman, Tommy",567,262,111,4,82.43385416666666,14.015625,68.14541984732824,6.758396946564885,153,0.4620811287477954,0.036036036036036036,0.015267175572519083,0.307
669242,2025,"Edman, Tommy",1338,642,291,14,83.50292275574112,13.01043841336117,68.9755591054313,6.802396166134185,377,0.4798206278026906,0.048109965635738834,0.021806853582554516,0.284
669257,2023,"Smith, Will",2305,1048,387,30,82.72481389578164,23.960346964064435,66.9408203125,7.164453125,554,0.4546637744034707,0.07751937984496124,0.02862595419847328,0.345
669257,2024,"Smith, Will",2294,1050,379,36,82.96841432225064,24.669220945083016,65.7953091684435,7.1023454157782515,547,0.45771578029642546,0.09498680738786279,0.03428571428571429,0.326
669257,2025,"Smith, Will",1931,747,278,29,85.37541284403669,25.40366972477064,67.65566298342542,7.187707182320442,438,0.38684619368203005,0.10431654676258993,0.038821954484605084,0.389
669357,2023,"Gorman, Nolan",1891,925,260,44,83.89873873873874,22.868468468468468,72.4875,7.460197368421053,464,0.48915917503966155,0.16923076923076924,0.04756756756756757,0.345
669357,2024,"Gorman, Nolan",1601,814,216,32,82.73708609271523,23.491189427312776,70.90326704545454,7.426704545454545,404,0.5084322298563397,0.14814814814814814,0.03931203931203931,0.29
669357,2025,"Gorman, Nolan",1663,784,219,23,82.85271966527196,23.952083333333334,70.44371727748691,7.48390052356021,403,0.4714371617558629,0.1050228310502283,0.029336734693877552,0.292
669720,2023,"Hays, Austin",2128,988,384,37,83.43033033033034,13.12143928035982,70.05257270693512,7.03668903803132,566,0.4642857142857143,0.09635416666666667,0.03744939271255061,0.33
669720,2024,"Hays, Austin",850,460,179,11,83.50230263157896,15.990131578947368,70.9661938534279,7.117494089834515,255,0.5411764705882353,0.061452513966480445,0.02391304347826087,0.303
669720,2025,"Hays, Austin",1564,811,279,32,83.34774066797642,14.25147347740668,69.7,6.995843828715365,417,0.518542199488491,0.11469534050179211,0.03945745992601726,0.327
